"id";"user_id";"bike_id";"start_time";"end_time";"start_pos";"end_pos";"start_cost";"var_cost";"park_cost"
"2528";"221";"487";"2023-11-14 23:08";"2023-11-14 23:12";"[13.50185,59.38288]";"[13.50333,59.38113]";"10.00";"11.72";"100.00"
"2529";"222";"487";"2023-11-14 23:46";"2023-11-14 23:49";"[13.50333,59.38113]";"[13.50627,59.37978]";"10.00";"7.30";"100.00"
"2530";"226";"50";"2023-11-15 09:25";"2023-11-15 09:36";"[18.04235,59.31895]";"[18.04086,59.3177]";"10.00";"32.64";"100.00"
"2531";"822";"680";"2023-11-15 09:46";"2023-11-15 09:54";"[13.50665,59.39328]";"[13.50855,59.39491]";"10.00";"22.93";"100.00"
"2532";"226";"50";"2023-11-15 09:59";"2023-11-15 10:03";"[18.04086,59.3177]";"[18.03543,59.31826]";"10.00";"9.18";"100.00"
"2533";"226";"50";"2023-11-15 10:24";"2023-11-15 10:28";"[18.03543,59.31826]";"[18.04235,59.31895]";"10.00";"11.35";"100.00"
"2534";"318";"791";"2023-11-15 10:26";"2023-11-15 10:34";"[12.01087,57.72515]";"[12.00888,57.72648]";"10.00";"22.74";"100.00"
"2535";"93";"730";"2023-11-15 10:31";"2023-11-15 10:33";"[13.48582,59.3769]";"[13.4864,59.37907]";"10.00";"4.75";"100.00"
"2536";"822";"680";"2023-11-15 10:47";"2023-11-15 10:50";"[13.50855,59.39491]";"[13.51011,59.39275]";"10.00";"8.66";"100.00"
"2537";"93";"730";"2023-11-15 10:54";"2023-11-15 10:55";"[13.4864,59.37907]";"[13.48582,59.3769]";"10.00";"2.90";"100.00"
"2538";"319";"791";"2023-11-15 11:09";"2023-11-15 11:11";"[12.00888,57.72648]";"[12.01087,57.72515]";"10.00";"4.54";"100.00"
"2539";"660";"204";"2023-11-15 11:14";"2023-11-15 11:21";"[18.08279,59.30473]";"[18.08114,59.30519]";"10.00";"18.42";"100.00"
"2540";"823";"680";"2023-11-15 11:30";"2023-11-15 11:35";"[13.5101,59.39275]";"[13.50665,59.39328]";"10.00";"12.52";"100.00"
"2541";"634";"79";"2023-11-15 11:32";"2023-11-15 11:41";"[18.0917,59.33556]";"[18.08002,59.33574]";"10.00";"25.77";"100.00"
"2542";"635";"79";"2023-11-15 11:49";"2023-11-15 11:54";"[18.08002,59.33574]";"[18.08564,59.33612]";"10.00";"14.57";"100.00"
"2543";"660";"204";"2023-11-15 12:11";"2023-11-15 12:15";"[18.08114,59.30519]";"[18.07766,59.3048]";"10.00";"9.04";"100.00"
"2544";"344";"80";"2023-11-15 12:29";"2023-11-15 12:35";"[18.03814,59.34157]";"[18.04334,59.34175]";"10.00";"17.67";"100.00"
"2545";"660";"204";"2023-11-15 12:29";"2023-11-15 12:33";"[18.07766,59.3048]";"[18.08279,59.30473]";"10.00";"10.67";"100.00"
"2546";"627";"692";"2023-11-15 12:37";"2023-11-15 12:41";"[13.55329,59.40649]";"[13.56077,59.40838]";"10.00";"9.88";"100.00"
"2547";"636";"79";"2023-11-15 12:37";"2023-11-15 12:40";"[18.08564,59.33612]";"[18.0917,59.33556]";"10.00";"8.09";"100.00"
"2548";"344";"80";"2023-11-15 12:56";"2023-11-15 12:59";"[18.04334,59.34175]";"[18.04079,59.34446]";"10.00";"6.79";"100.00"
"2549";"345";"80";"2023-11-15 13:14";"2023-11-15 13:17";"[18.04079,59.34446]";"[18.03814,59.34157]";"10.00";"6.03";"100.00"
"2550";"628";"692";"2023-11-15 13:14";"2023-11-15 13:20";"[13.56077,59.40838]";"[13.55667,59.40849]";"10.00";"16.24";"100.00"
"2551";"284";"698";"2023-11-15 13:21";"2023-11-15 13:28";"[13.45808,59.37919]";"[13.45531,59.37544]";"10.00";"20.02";"100.00"
"2552";"296";"526";"2023-11-15 13:26";"2023-11-15 13:36";"[13.50133,59.37409]";"[13.49218,59.37421]";"10.00";"28.79";"100.00"
"2553";"629";"692";"2023-11-15 13:40";"2023-11-15 13:46";"[13.55668,59.40849]";"[13.55329,59.40649]";"10.00";"15.88";"100.00"
"2554";"297";"526";"2023-11-15 14:03";"2023-11-15 14:07";"[13.49218,59.37421]";"[13.49725,59.37367]";"10.00";"11.08";"100.00"
"2555";"285";"698";"2023-11-15 14:10";"2023-11-15 14:14";"[13.45531,59.37544]";"[13.45489,59.37769]";"10.00";"10.73";"100.00"
"2556";"961";"99";"2023-11-15 14:11";"2023-11-15 14:16";"[18.09414,59.33348]";"[18.08562,59.33487]";"10.00";"13.04";"100.00"
"2557";"299";"716";"2023-11-15 14:27";"2023-11-15 14:30";"[13.48113,59.37858]";"[13.4785,59.37729]";"10.00";"8.73";"100.00"
"2558";"297";"526";"2023-11-15 14:39";"2023-11-15 14:45";"[13.49725,59.37367]";"[13.50133,59.37409]";"10.00";"17.91";"100.00"
"2559";"652";"150";"2023-11-15 14:48";"2023-11-15 14:56";"[18.10282,59.33204]";"[18.10107,59.33368]";"10.00";"22.61";"100.00"
"2560";"961";"99";"2023-11-15 14:50";"2023-11-15 14:53";"[18.08562,59.33487]";"[18.08858,59.33191]";"10.00";"8.81";"100.00"
"2561";"299";"716";"2023-11-15 14:54";"2023-11-15 14:56";"[13.4785,59.37729]";"[13.48113,59.37858]";"10.00";"3.18";"100.00"
"2562";"286";"698";"2023-11-15 14:58";"2023-11-15 15:02";"[13.45489,59.37769]";"[13.45808,59.37919]";"10.00";"9.04";"100.00"
"2563";"73";"405";"2023-11-15 14:59";"2023-11-15 15:02";"[13.51043,59.38737]";"[13.51423,59.38933]";"10.00";"8.79";"100.00"
"2564";"675";"951";"2023-11-15 15:14";"2023-11-15 15:25";"[11.92892,57.68903]";"[11.92648,57.68713]";"10.00";"30.95";"100.00"
"2565";"488";"200";"2023-11-15 15:18";"2023-11-15 15:21";"[18.07125,59.30971]";"[18.0706,59.31086]";"10.00";"8.32";"100.00"
"2566";"652";"150";"2023-11-15 15:31";"2023-11-15 15:35";"[18.10107,59.33368]";"[18.10075,59.33242]";"10.00";"9.62";"100.00"
"2567";"962";"99";"2023-11-15 15:44";"2023-11-15 15:49";"[18.08858,59.33191]";"[18.09414,59.33348]";"10.00";"13.97";"100.00"
"2568";"73";"405";"2023-11-15 15:53";"2023-11-15 15:57";"[13.51423,59.38933]";"[13.51043,59.38737]";"10.00";"9.44";"100.00"
"2569";"652";"150";"2023-11-15 16:07";"2023-11-15 16:09";"[18.10075,59.33242]";"[18.10282,59.33204]";"10.00";"5.45";"100.00"
"2570";"676";"951";"2023-11-15 16:18";"2023-11-15 16:23";"[11.92648,57.68713]";"[11.92892,57.68903]";"10.00";"14.90";"100.00"
"2571";"489";"200";"2023-11-15 16:20";"2023-11-15 16:24";"[18.0706,59.31086]";"[18.07396,59.31177]";"10.00";"10.40";"100.00"
"2572";"515";"598";"2023-11-15 16:43";"2023-11-15 16:54";"[13.49225,59.39966]";"[13.48641,59.40195]";"10.00";"32.32";"100.00"
"2573";"846";"162";"2023-11-15 16:56";"2023-11-15 17:06";"[18.08821,59.31757]";"[18.07676,59.31831]";"10.00";"29.74";"100.00"
"2574";"846";"162";"2023-11-15 17:13";"2023-11-15 17:17";"[18.07676,59.31831]";"[18.08224,59.31738]";"10.00";"10.73";"100.00"
"2575";"232";"693";"2023-11-15 17:19";"2023-11-15 17:27";"[13.51348,59.39111]";"[13.51847,59.38879]";"10.00";"22.52";"100.00"
"2576";"490";"200";"2023-11-15 17:20";"2023-11-15 17:25";"[18.07396,59.31177]";"[18.07125,59.30971]";"10.00";"12.43";"100.00"
"2577";"515";"598";"2023-11-15 17:36";"2023-11-15 17:37";"[13.48641,59.40195]";"[13.4906,59.4015]";"10.00";"2.98";"100.00"
"2578";"233";"693";"2023-11-15 17:58";"2023-11-15 18:04";"[13.51847,59.38879]";"[13.51808,59.39118]";"10.00";"16.46";"100.00"
"2579";"847";"162";"2023-11-15 18:11";"2023-11-15 18:21";"[18.08224,59.31738]";"[18.08821,59.31757]";"10.00";"27.06";"100.00"
"2580";"515";"598";"2023-11-15 18:30";"2023-11-15 18:35";"[13.4906,59.4015]";"[13.49225,59.39966]";"10.00";"13.79";"100.00"
"2581";"629";"654";"2023-11-15 18:35";"2023-11-15 18:43";"[13.58436,59.40355]";"[13.57596,59.40395]";"10.00";"21.11";"100.00"
"2582";"19";"46";"2023-11-15 18:41";"2023-11-15 18:51";"[18.03161,59.33103]";"[18.03362,59.33087]";"10.00";"27.16";"100.00"
"2583";"330";"132";"2023-11-15 18:41";"2023-11-15 18:52";"[18.07446,59.3318]";"[18.07661,59.33247]";"10.00";"30.48";"100.00"
"2584";"234";"693";"2023-11-15 18:47";"2023-11-15 18:53";"[13.51808,59.39118]";"[13.51348,59.39111]";"10.00";"17.11";"100.00"
"2585";"619";"544";"2023-11-15 19:17";"2023-11-15 19:28";"[13.52962,59.38958]";"[13.52733,59.39035]";"10.00";"31.61";"100.00"
"2586";"71";"156";"2023-11-15 19:26";"2023-11-15 19:37";"[18.06343,59.32059]";"[18.06164,59.32125]";"10.00";"32.85";"100.00"
"2587";"20";"46";"2023-11-15 19:30";"2023-11-15 19:34";"[18.03362,59.33087]";"[18.03116,59.32815]";"10.00";"10.25";"100.00"
"2588";"331";"132";"2023-11-15 19:35";"2023-11-15 19:42";"[18.07661,59.33247]";"[18.07572,59.3347]";"10.00";"18.25";"100.00"
"2589";"629";"654";"2023-11-15 19:39";"2023-11-15 19:44";"[13.57596,59.40395]";"[13.57955,59.40299]";"10.00";"14.09";"100.00"
"2590";"71";"156";"2023-11-15 19:50";"2023-11-15 19:53";"[18.06164,59.32125]";"[18.06701,59.32223]";"10.00";"8.05";"100.00"
"2591";"20";"46";"2023-11-15 20:06";"2023-11-15 20:13";"[18.03116,59.32815]";"[18.03161,59.33103]";"10.00";"18.02";"100.00"
"2592";"71";"156";"2023-11-15 20:06";"2023-11-15 20:14";"[18.06701,59.32223]";"[18.06343,59.32059]";"10.00";"21.60";"100.00"
"2593";"619";"544";"2023-11-15 20:12";"2023-11-15 20:15";"[13.52733,59.39035]";"[13.52921,59.39232]";"10.00";"6.93";"100.00"
"2594";"629";"654";"2023-11-15 20:34";"2023-11-15 20:36";"[13.57955,59.40299]";"[13.58436,59.40355]";"10.00";"4.42";"100.00"
"2595";"331";"132";"2023-11-15 20:41";"2023-11-15 20:44";"[18.07572,59.3347]";"[18.07446,59.3318]";"10.00";"7.23";"100.00"
"2596";"619";"544";"2023-11-15 21:08";"2023-11-15 21:13";"[13.52921,59.39232]";"[13.52962,59.38958]";"10.00";"12.78";"100.00"
"2597";"158";"378";"2023-11-15 21:10";"2023-11-15 21:21";"[13.4985,59.40948]";"[13.49562,59.41046]";"10.00";"31.95";"100.00"
"2598";"158";"378";"2023-11-15 21:32";"2023-11-15 21:37";"[13.49562,59.41046]";"[13.4985,59.40948]";"10.00";"15.00";"100.00"
"2599";"606";"188";"2023-11-15 22:18";"2023-11-15 22:22";"[18.03492,59.31658]";"[18.03588,59.31661]";"10.00";"11.64";"100.00"
"2600";"607";"188";"2023-11-15 23:06";"2023-11-15 23:11";"[18.03588,59.31661]";"[18.03838,59.31786]";"10.00";"12.97";"100.00"
"2601";"607";"188";"2023-11-15 23:58";"2023-11-16 00:02";"[18.03838,59.31786]";"[18.03492,59.31658]";"10.00";"11.72";"100.00"
"2602";"267";"617";"2023-11-16 09:41";"2023-11-16 09:52";"[13.45395,59.38247]";"[13.44655,59.38197]";"10.00";"32.75";"100.00"
"2603";"576";"97";"2023-11-16 09:56";"2023-11-16 10:07";"[18.05251,59.34209]";"[18.05107,59.34315]";"10.00";"30.84";"100.00"
"2604";"268";"617";"2023-11-16 10:24";"2023-11-16 10:28";"[13.44655,59.38197]";"[13.44906,59.38306]";"10.00";"11.96";"100.00"
"2605";"13";"403";"2023-11-16 10:40";"2023-11-16 10:47";"[13.51214,59.39973]";"[13.51345,59.39741]";"10.00";"20.38";"100.00"
"2606";"268";"617";"2023-11-16 10:55";"2023-11-16 11:00";"[13.44906,59.38306]";"[13.45395,59.38247]";"10.00";"13.09";"100.00"
"2607";"577";"97";"2023-11-16 11:03";"2023-11-16 11:10";"[18.05107,59.34315]";"[18.04723,59.34021]";"5.00";"19.41";"5.00"
"2608";"14";"403";"2023-11-16 11:06";"2023-11-16 11:10";"[13.51345,59.39741]";"[13.51214,59.39973]";"10.00";"9.47";"100.00"
"2609";"984";"52";"2023-11-16 11:25";"2023-11-16 11:30";"[18.00611,59.32554]";"[18.00761,59.32924]";"10.00";"12.46";"100.00"
"2610";"577";"97";"2023-11-16 11:47";"2023-11-16 11:54";"[18.04723,59.34021]";"[18.05251,59.34209]";"10.00";"20.73";"100.00"
"2611";"486";"130";"2023-11-16 11:48";"2023-11-16 11:53";"[18.06258,59.30637]";"[18.06021,59.31187]";"10.00";"14.07";"100.00"
"2612";"398";"722";"2023-11-16 11:52";"2023-11-16 12:01";"[13.53123,59.38651]";"[13.53193,59.39116]";"10.00";"24.47";"100.00"
"2613";"984";"52";"2023-11-16 12:02";"2023-11-16 12:08";"[18.00761,59.32924]";"[18.01183,59.32664]";"10.00";"16.58";"100.00"
"2614";"398";"722";"2023-11-16 12:07";"2023-11-16 12:11";"[13.53193,59.39116]";"[13.53342,59.38848]";"10.00";"11.80";"100.00"
"2615";"487";"130";"2023-11-16 12:28";"2023-11-16 12:33";"[18.06021,59.31187]";"[18.05927,59.30936]";"10.00";"14.89";"100.00"
"2616";"399";"722";"2023-11-16 12:29";"2023-11-16 12:33";"[13.53342,59.38848]";"[13.53123,59.38651]";"10.00";"11.52";"100.00"
"2617";"985";"52";"2023-11-16 12:30";"2023-11-16 12:36";"[18.01182,59.32664]";"[18.00611,59.32554]";"10.00";"17.68";"100.00"
"2618";"487";"130";"2023-11-16 13:08";"2023-11-16 13:13";"[18.05928,59.30936]";"[18.06258,59.30637]";"10.00";"12.33";"100.00"
"2619";"375";"116";"2023-11-16 13:12";"2023-11-16 13:25";"[18.08409,59.34321]";"[18.08554,59.33976]";"10.00";"37.88";"100.00"
"2620";"789";"1004";"2023-11-16 13:24";"2023-11-16 13:31";"[11.90231,57.70767]";"[11.89775,57.70748]";"10.00";"20.83";"100.00"
"2621";"684";"547";"2023-11-16 13:26";"2023-11-16 13:31";"[13.46846,59.37681]";"[13.46373,59.38065]";"10.00";"14.30";"100.00"
"2622";"789";"1004";"2023-11-16 13:51";"2023-11-16 13:55";"[11.89775,57.70748]";"[11.90231,57.70767]";"10.00";"9.09";"100.00"
"2623";"376";"116";"2023-11-16 14:10";"2023-11-16 14:16";"[18.08554,59.33976]";"[18.09033,59.34215]";"10.00";"16.93";"100.00"
"2624";"684";"547";"2023-11-16 14:13";"2023-11-16 14:18";"[13.46373,59.38065]";"[13.46592,59.37849]";"10.00";"12.69";"100.00"
"2625";"376";"116";"2023-11-16 14:24";"2023-11-16 14:28";"[18.09033,59.34215]";"[18.08409,59.34321]";"10.00";"10.09";"100.00"
"2626";"684";"547";"2023-11-16 14:43";"2023-11-16 14:45";"[13.46592,59.37849]";"[13.46846,59.37681]";"10.00";"5.37";"100.00"
"2627";"501";"248";"2023-11-16 16:12";"2023-11-16 16:24";"[18.07811,59.34583]";"[18.07714,59.34297]";"10.00";"34.62";"100.00"
"2628";"502";"248";"2023-11-16 16:31";"2023-11-16 16:35";"[18.07714,59.34297]";"[18.07544,59.34469]";"10.00";"10.79";"100.00"
"2629";"1040";"497";"2023-11-16 16:58";"2023-11-16 17:10";"[13.55321,59.40539]";"[13.54796,59.40224]";"10.00";"34.82";"100.00"
"2630";"502";"248";"2023-11-16 17:19";"2023-11-16 17:23";"[18.07544,59.34469]";"[18.07811,59.34583]";"10.00";"11.73";"100.00"
"2631";"127";"293";"2023-11-16 17:25";"2023-11-16 17:27";"[18.09596,59.31095]";"[18.09626,59.31152]";"10.00";"5.97";"100.00"
"2632";"117";"568";"2023-11-16 17:32";"2023-11-16 17:37";"[13.48395,59.40607]";"[13.48677,59.4066]";"10.00";"13.04";"100.00"
"2633";"1040";"497";"2023-11-16 17:35";"2023-11-16 17:38";"[13.54796,59.40224]";"[13.55229,59.40321]";"10.00";"6.04";"100.00"
"2634";"127";"293";"2023-11-16 17:43";"2023-11-16 17:45";"[18.09626,59.31152]";"[18.09559,59.31332]";"10.00";"4.14";"100.00"
"2635";"339";"958";"2023-11-16 17:49";"2023-11-16 18:00";"[12.01174,57.70822]";"[12.01222,57.71019]";"10.00";"30.94";"100.00"
"2636";"291";"177";"2023-11-16 17:53";"2023-11-16 18:07";"[18.02709,59.33587]";"[18.02015,59.3371]";"10.00";"40.63";"100.00"
"2637";"118";"568";"2023-11-16 17:59";"2023-11-16 18:04";"[13.48677,59.4066]";"[13.48551,59.40458]";"10.00";"12.93";"100.00"
"2638";"1041";"497";"2023-11-16 18:01";"2023-11-16 18:06";"[13.55229,59.40321]";"[13.55321,59.40539]";"10.00";"13.28";"100.00"
"2639";"128";"293";"2023-11-16 18:09";"2023-11-16 18:15";"[18.09559,59.31332]";"[18.09596,59.31095]";"10.00";"15.69";"100.00"
"2640";"339";"958";"2023-11-16 18:27";"2023-11-16 18:29";"[12.01222,57.71019]";"[12.01174,57.70822]";"10.00";"5.49";"100.00"
"2641";"306";"203";"2023-11-16 18:39";"2023-11-16 18:48";"[18.05252,59.33205]";"[18.05402,59.33622]";"10.00";"24.96";"100.00"
"2642";"520";"122";"2023-11-16 18:43";"2023-11-16 18:54";"[18.02144,59.3503]";"[18.0199,59.3508]";"10.00";"32.94";"100.00"
"2643";"291";"177";"2023-11-16 18:45";"2023-11-16 18:49";"[18.02015,59.3371]";"[18.02436,59.33715]";"10.00";"9.27";"100.00"
"2644";"119";"568";"2023-11-16 18:52";"2023-11-16 18:57";"[13.48551,59.40458]";"[13.48395,59.40607]";"10.00";"14.87";"100.00"
"2645";"307";"203";"2023-11-16 18:59";"2023-11-16 19:02";"[18.05402,59.33622]";"[18.05364,59.33418]";"10.00";"6.88";"100.00"
"2646";"521";"122";"2023-11-16 19:22";"2023-11-16 19:26";"[18.0199,59.3508]";"[18.02199,59.34776]";"10.00";"11.09";"100.00"
"2647";"292";"177";"2023-11-16 19:45";"2023-11-16 19:49";"[18.02436,59.33715]";"[18.02709,59.33587]";"10.00";"11.32";"100.00"
"2648";"885";"595";"2023-11-16 19:48";"2023-11-16 19:55";"[13.5095,59.39931]";"[13.51521,59.40272]";"10.00";"20.01";"100.00"
"2649";"307";"203";"2023-11-16 19:49";"2023-11-16 19:59";"[18.05364,59.33418]";"[18.05252,59.33205]";"10.00";"27.08";"100.00"
"2650";"522";"122";"2023-11-16 19:53";"2023-11-16 19:59";"[18.02199,59.34776]";"[18.02144,59.3503]";"10.00";"15.70";"100.00"
"2651";"81";"629";"2023-11-16 19:57";"2023-11-16 20:05";"[13.54451,59.39813]";"[13.54021,59.39987]";"10.00";"22.62";"100.00"
"2652";"81";"629";"2023-11-16 20:33";"2023-11-16 20:37";"[13.54021,59.39987]";"[13.54005,59.39781]";"10.00";"10.10";"100.00"
"2653";"886";"595";"2023-11-16 20:38";"2023-11-16 20:40";"[13.51521,59.40272]";"[13.51288,59.40062]";"10.00";"5.38";"100.00"
"2654";"535";"708";"2023-11-16 20:51";"2023-11-16 21:02";"[13.47537,59.37613]";"[13.47664,59.37997]";"10.00";"31.99";"100.00"
"2655";"81";"629";"2023-11-16 20:55";"2023-11-16 20:59";"[13.54005,59.39781]";"[13.54451,59.39813]";"10.00";"11.97";"100.00"
"2656";"886";"595";"2023-11-16 21:21";"2023-11-16 21:27";"[13.51288,59.40062]";"[13.5095,59.39931]";"10.00";"16.48";"100.00"
"2657";"536";"708";"2023-11-16 21:27";"2023-11-16 21:32";"[13.47664,59.37997]";"[13.47687,59.37761]";"10.00";"13.67";"100.00"
"2658";"468";"121";"2023-11-16 21:34";"2023-11-16 21:53";"[18.04683,59.34314]";"[18.0499,59.34385]";"10.00";"56.18";"100.00"
"2659";"469";"121";"2023-11-16 22:06";"2023-11-16 22:11";"[18.0499,59.34385]";"[18.05069,59.34192]";"10.00";"12.24";"100.00"
"2660";"537";"708";"2023-11-16 22:29";"2023-11-16 22:34";"[13.47687,59.37761]";"[13.47537,59.37613]";"10.00";"12.13";"100.00"
"2661";"469";"121";"2023-11-16 22:47";"2023-11-16 22:57";"[18.05069,59.34192]";"[18.04683,59.34314]";"10.00";"29.39";"100.00"
"2662";"124";"605";"2023-11-17 10:16";"2023-11-17 10:23";"[13.45961,59.36942]";"[13.45556,59.37022]";"10.00";"19.78";"100.00"
"2663";"125";"605";"2023-11-17 11:10";"2023-11-17 11:15";"[13.45556,59.37022]";"[13.45954,59.37134]";"10.00";"12.21";"100.00"
"2664";"496";"168";"2023-11-17 11:30";"2023-11-17 11:41";"[18.01639,59.33334]";"[18.01572,59.33014]";"10.00";"31.15";"100.00"
"2665";"86";"41";"2023-11-17 11:41";"2023-11-17 11:49";"[18.05352,59.35409]";"[18.0469,59.35285]";"10.00";"22.79";"100.00"
"2666";"120";"550";"2023-11-17 11:50";"2023-11-17 11:58";"[13.47021,59.37129]";"[13.47773,59.3686]";"10.00";"21.02";"100.00"
"2667";"86";"41";"2023-11-17 12:00";"2023-11-17 12:03";"[18.0469,59.35285]";"[18.05345,59.35167]";"10.00";"6.98";"100.00"
"2668";"125";"605";"2023-11-17 12:08";"2023-11-17 12:10";"[13.45954,59.37134]";"[13.45961,59.36942]";"10.00";"4.98";"100.00"
"2669";"87";"41";"2023-11-17 12:29";"2023-11-17 12:35";"[18.05345,59.35167]";"[18.05352,59.35409]";"10.00";"15.36";"100.00"
"2670";"121";"550";"2023-11-17 12:30";"2023-11-17 12:32";"[13.47773,59.3686]";"[13.47432,59.36998]";"10.00";"4.43";"100.00"
"2671";"497";"168";"2023-11-17 12:33";"2023-11-17 12:36";"[18.01572,59.33014]";"[18.01304,59.33103]";"10.00";"8.81";"100.00"
"2672";"497";"168";"2023-11-17 12:47";"2023-11-17 12:53";"[18.01304,59.33103]";"[18.01639,59.33334]";"10.00";"15.14";"100.00"
"2673";"156";"59";"2023-11-17 12:53";"2023-11-17 13:04";"[18.04065,59.35287]";"[18.03306,59.34966]";"10.00";"31.54";"100.00"
"2674";"750";"315";"2023-11-17 12:54";"2023-11-17 13:04";"[18.04926,59.32799]";"[18.04621,59.32661]";"10.00";"27.81";"100.00"
"2675";"791";"476";"2023-11-17 13:10";"2023-11-17 13:21";"[13.50634,59.4014]";"[13.51083,59.40173]";"10.00";"32.95";"100.00"
"2676";"121";"550";"2023-11-17 13:19";"2023-11-17 13:26";"[13.47432,59.36998]";"[13.47021,59.37129]";"10.00";"19.79";"100.00"
"2677";"750";"315";"2023-11-17 13:23";"2023-11-17 13:26";"[18.04621,59.32661]";"[18.04926,59.32799]";"10.00";"8.42";"100.00"
"2678";"787";"572";"2023-11-17 13:41";"2023-11-17 13:49";"[13.50893,59.40877]";"[13.51074,59.40446]";"10.00";"21.90";"100.00"
"2679";"157";"59";"2023-11-17 13:53";"2023-11-17 13:56";"[18.03306,59.34966]";"[18.0347,59.35266]";"10.00";"8.51";"100.00"
"2680";"788";"572";"2023-11-17 13:56";"2023-11-17 13:59";"[13.51074,59.40446]";"[13.51145,59.40719]";"10.00";"8.05";"100.00"
"2681";"792";"476";"2023-11-17 14:08";"2023-11-17 14:14";"[13.51083,59.40173]";"[13.50749,59.40373]";"10.00";"15.53";"100.00"
"2682";"157";"59";"2023-11-17 14:26";"2023-11-17 14:35";"[18.0347,59.35266]";"[18.04065,59.35287]";"10.00";"25.84";"100.00"
"2683";"183";"599";"2023-11-17 14:29";"2023-11-17 14:33";"[13.51019,59.40769]";"[13.51303,59.40554]";"10.00";"11.78";"100.00"
"2684";"789";"572";"2023-11-17 14:30";"2023-11-17 14:35";"[13.51145,59.40719]";"[13.50893,59.40877]";"10.00";"12.89";"100.00"
"2685";"793";"476";"2023-11-17 14:49";"2023-11-17 14:55";"[13.50749,59.40373]";"[13.50634,59.4014]";"10.00";"15.27";"100.00"
"2686";"183";"599";"2023-11-17 15:05";"2023-11-17 15:08";"[13.51303,59.40554]";"[13.51019,59.40769]";"10.00";"8.73";"100.00"
"2687";"138";"225";"2023-11-17 15:18";"2023-11-17 15:27";"[18.03531,59.31899]";"[18.04457,59.31974]";"10.00";"26.80";"100.00"
"2688";"138";"225";"2023-11-17 16:26";"2023-11-17 16:29";"[18.04457,59.31974]";"[18.03952,59.32]";"10.00";"6.75";"100.00"
"2689";"880";"684";"2023-11-17 16:32";"2023-11-17 16:40";"[13.57669,59.40064]";"[13.57286,59.40044]";"10.00";"22.54";"100.00"
"2690";"880";"684";"2023-11-17 16:50";"2023-11-17 16:54";"[13.57286,59.40044]";"[13.57279,59.40228]";"10.00";"10.79";"100.00"
"2691";"139";"225";"2023-11-17 17:00";"2023-11-17 17:04";"[18.03952,59.32]";"[18.03531,59.31899]";"10.00";"10.15";"100.00"
"2692";"378";"86";"2023-11-17 17:17";"2023-11-17 17:23";"[18.0813,59.336]";"[18.08304,59.33313]";"10.00";"17.64";"100.00"
"2693";"880";"684";"2023-11-17 17:29";"2023-11-17 17:36";"[13.57279,59.40228]";"[13.57669,59.40064]";"10.00";"18.01";"100.00"
"2694";"379";"86";"2023-11-17 17:37";"2023-11-17 17:43";"[18.08304,59.33313]";"[18.07759,59.33428]";"10.00";"15.79";"100.00"
"2695";"210";"263";"2023-11-17 17:55";"2023-11-17 18:01";"[18.07036,59.30713]";"[18.06717,59.30579]";"10.00";"16.73";"100.00"
"2696";"380";"86";"2023-11-17 18:24";"2023-11-17 18:28";"[18.07759,59.33428]";"[18.0813,59.336]";"10.00";"9.85";"100.00"
"2697";"709";"72";"2023-11-17 18:25";"2023-11-17 18:38";"[18.07859,59.31283]";"[18.06925,59.31616]";"10.00";"36.73";"100.00"
"2698";"210";"263";"2023-11-17 18:44";"2023-11-17 18:47";"[18.06717,59.30579]";"[18.06588,59.30762]";"10.00";"6.37";"100.00"
"2699";"602";"663";"2023-11-17 18:48";"2023-11-17 18:54";"[13.56023,59.41345]";"[13.55827,59.41694]";"10.00";"15.78";"100.00"
"2700";"709";"72";"2023-11-17 19:09";"2023-11-17 19:13";"[18.06925,59.31616]";"[18.07504,59.31548]";"10.00";"10.68";"100.00"
"2701";"602";"663";"2023-11-17 19:11";"2023-11-17 19:19";"[13.55827,59.41694]";"[13.56176,59.41498]";"10.00";"21.96";"100.00"
"2702";"211";"263";"2023-11-17 19:14";"2023-11-17 19:19";"[18.06587,59.30762]";"[18.07036,59.30713]";"10.00";"14.76";"100.00"
"2703";"710";"72";"2023-11-17 19:32";"2023-11-17 19:34";"[18.07504,59.31548]";"[18.07859,59.31283]";"10.00";"5.85";"100.00"
"2704";"602";"663";"2023-11-17 19:49";"2023-11-17 19:53";"[13.56176,59.41498]";"[13.56023,59.41345]";"10.00";"10.52";"100.00"
"2705";"510";"16";"2023-11-17 20:16";"2023-11-17 20:28";"[18.05508,59.33312]";"[18.05182,59.33486]";"10.00";"33.36";"100.00"
"2706";"209";"723";"2023-11-17 20:20";"2023-11-17 20:31";"[13.52126,59.39164]";"[13.52005,59.39489]";"10.00";"30.48";"100.00"
"2707";"218";"228";"2023-11-17 20:57";"2023-11-17 21:06";"[18.04386,59.32631]";"[18.04468,59.32631]";"10.00";"26.30";"100.00"
"2708";"209";"723";"2023-11-17 21:09";"2023-11-17 21:14";"[13.52005,59.39489]";"[13.52324,59.3936]";"10.00";"12.27";"100.00"
"2709";"510";"16";"2023-11-17 21:14";"2023-11-17 21:18";"[18.05182,59.33486]";"[18.04896,59.33182]";"10.00";"9.63";"100.00"
"2710";"948";"74";"2023-11-17 21:22";"2023-11-17 21:35";"[18.02785,59.34952]";"[18.03819,59.34828]";"10.00";"36.64";"100.00"
